damage_received,survival,damage_received_from_invisible,life_time,nation,player_winrate,winrate,image,isPrem,class,difference,tier,damage_blocked,battles,shots_fired,spots,tank_id,direct_hits,sniper_damage,spotting_assist,base_defense_points,wn8,frags,penetrations,base_capture_points,distance_traveled,hit_rate,name,tracking_assist,potential_damage_received,pen_rate,damage
2094,27.84,509,312,France,50.68,49.85,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F82_AMX_M4_Mle1949_Ter.png,False,HT,-0.83,10,1215,20097,8.59,1.11,16961,6.65,290,412,0.34,1562,0.86,4.42,0.53,1362,77.49,AMX M4 54,81,3243,66.43,2187
1594,31.83,478,337,Italy,49,50.26,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/italy-It24_Controcarro_1_Mk2.png,False,TD,1.26,9,1031,20042,7.75,0.67,5537,5.69,302,309,0.36,1155,0.72,3.56,1.13,1093,73.44,CC-1 Mk. 2,60,2591,62.48,1429
970,29.64,393,337,USSR,47.68,46.67,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R47_ISU-152.png,False,TD,-1.01,8,127,19883,4.21,0.29,7425,2.61,492,135,0.26,931,0.73,1.78,0.72,987,61.83,ISU-152,38,1141,68.39,1053
531,28.84,218,308,USA,48.94,48.64,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A31_M36_Slagger.png,False,TD,-0.3,6,108,19755,7.37,0.53,7201,4.59,309,146,0.45,1089,0.73,3.35,1.03,1002,62.23,Jackson,31,644,73.1,690
1628,22.53,475,290,France,49.62,48.27,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F18_Bat_Chatillon25t.png,False,MT,-1.35,10,95,19593,8.41,1.56,3649,6.45,476,572,0.31,1407,0.94,4.8,0.43,1857,76.76,B-C 25 t,76,1664,74.35,1711
1422,23.04,371,290,USA,47.2,46.73,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A12_T32.png,False,HT,-0.47,8,673,19558,7.77,0.83,4385,5.63,139,259,0.33,921,0.54,3.23,0.93,1095,72.49,T32,50,2099,57.45,952
1329,26.96,375,295,Germany,49.13,50.02,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G57_PzVI_Tiger_P.png,False,HT,0.89,7,522,19373,7.97,0.7,10769,5.51,111,208,0.4,899,0.57,3.49,1.25,1017,69.13,Tiger (P),37,1826,63.35,768
1280,30.44,399,319,USA,49,50.93,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A122_TS-5.png,True,TD,1.93,8,938,19220,7.82,0.66,60449,5.29,283,254,0.37,1256,0.79,3.5,1.35,1066,67.64,TS-5,51,2236,66.24,1272
1031,21.09,347,266,UK,49.38,49.18,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB22_Comet.png,False,MT,-0.2,7,90,19132,11.1,1.19,5457,7.32,165,294,0.42,993,0.61,5.08,0.87,1356,65.88,Comet,29,1120,69.41,686
1343,25.63,352,305,UK,49.32,48.28,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/uk-GB112_Caliban.png,True,HT,-1.04,8,413,19103,4.37,0.74,51537,2.89,88,231,0.25,1123,0.69,1.64,0.88,1149,66.21,Caliban,36,1739,56.56,1073
1801,33.76,492,339,Italy,49.64,51.57,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/italy-It23_CC_3.png,False,TD,1.93,10,1305,18767,8.38,0.79,5281,6.48,353,416,0.31,1419,0.89,4.21,0.93,1227,77.3,Minotauro,74,2997,65.03,2036
1234,27.28,389,300,UK,51.11,51.11,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB100_Manticore.png,False,LT,0,10,15,18638,5.27,3.25,58961,4.08,307,1520,0.41,1387,0.66,3.23,0.63,2113,77.35,Manticore,49,1153,79.32,1158
2069,26.19,509,309,USA,49.51,47.45,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A67_T57_58.png,False,HT,-2.06,10,705,18605,10.42,0.72,14881,8.06,324,311,0.29,1434,0.89,5.27,0.62,1250,77.29,T57 Heavy,83,2736,65.47,1958
1724,26.91,403,310,Czech,49.48,49.31,https://api.worldoftanks.com/static/2.69.0/wot/encyclopedia/vehicle/contour/czech-Cz16_TNH_T_vz51.png,False,HT,-0.17,9,738,18587,7.55,1.02,3185,5.85,205,313,0.36,1332,0.74,3.95,0.72,1301,77.53,TNH T Vz. 51,64,2447,67.46,1567
737,24.73,253,280,USSR,49.61,49.56,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R80_KV1.png,False,HT,-0.05,5,353,18281,9.7,0.66,11777,6.13,68,128,0.32,1034,0.69,3.88,1.3,949,63.21,KV-1,28,1055,63.25,539
932,33.69,375,353,USSR,49.52,48.62,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R177_ISU_152K_BL10.png,True,TD,-0.9,8,109,18212,4.47,0.29,31745,2.73,628,140,0.29,1327,0.87,2.05,0.74,1007,61.07,ISU-152K,38,1083,75.16,1275
221,44.45,87,395,France,48.35,49.77,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F25_Lorraine155_51.png,False,SPG,1.42,8,2,17846,8.53,0.02,7489,2.55,785,12,0.65,782,0.5,0.19,0.34,658,29.88,Lorr. 155 51,24,249,7.48,825
1234,26.45,372,302,China,49.39,49.16,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch14_T34_3.png,True,MT,-0.23,8,479,17761,7.08,1.18,64049,4.9,222,370,0.35,1404,0.81,3.38,0.77,1467,69.21,T-34-3,47,1713,68.88,1207
928,15.17,339,231,France,48.61,48.06,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F87_Batignolles-Chatillon_12t.png,False,LT,-0.55,8,2,17586,6.11,2.57,17473,4.28,104,692,0.29,784,0.42,3.15,0.51,1612,70.13,B-C 12 t,14,925,73.49,516
899,29.61,317,335,China,48.78,48.62,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch39_WZ120_1G_FT.png,True,TD,-0.16,8,395,17560,6.54,0.61,63281,4.02,443,257,0.37,1070,0.77,2.83,0.78,1250,61.39,WZ-120-1 FT,40,1322,70.56,1110
695,27.87,272,314,USA,48.32,48.39,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A72_T25_2.png,False,TD,0.07,7,70,17509,7.09,0.5,11041,4.45,294,167,0.42,780,0.55,2.97,0.94,1065,62.78,T25/2,34,791,66.7,661
605,14.79,191,217,USSR,49.3,48.73,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R160_T_50_2.png,True,LT,-0.57,6,49,17449,9.31,2.78,45313,6.15,81,425,0.3,897,0.47,4.5,0.7,1615,66.1,T-50-2,11,652,73.14,382
993,22.74,308,265,USA,48.95,50.2,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A10_M6.png,False,HT,1.25,6,218,17358,8.2,0.86,801,5.55,130,161,0.35,1314,0.74,3.89,1.12,1068,67.66,M6,33,1188,70.13,791
1385,20.69,436,269,USSR,49.64,48.7,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R132_VNII_100LT.png,False,LT,-0.94,10,146,17309,6.33,3.19,19201,4.66,215,1249,0.31,1125,0.59,3.48,0.62,2088,73.57,T-100 LT,54,1476,74.61,989
1477,24.46,497,305,Italy,48.52,47.46,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/italy-It12_Prototipo_Standard_B.png,False,MT,-1.06,9,73,17133,8.05,0.97,2465,5.81,426,359,0.4,1131,0.78,4.21,0.61,1470,72.17,Standard B,62,1527,72.4,1346
1729,26.05,500,306,China,49.56,48.25,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch25_121_mod_1971B.png,True,MT,-1.31,10,558,17084,9.36,1.29,63537,6.78,484,548,0.35,1333,0.81,4.71,0.56,1613,72.46,121B,77,2236,69.43,1722
1829,22.95,468,293,USA,47.51,47.48,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A66_M103.png,False,HT,-0.03,9,870,16936,7.25,0.86,9505,5.36,159,291,0.29,969,0.53,3.19,0.74,1128,73.94,M103,58,2698,59.52,1178
325,42.08,127,382,Germany,48.28,49.04,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G61_G_E.png,False,SPG,0.76,10,33,16795,7.36,0.02,9233,2.08,1085,20,0.38,870,0.47,0.12,0.05,400,28.29,G.W. E 100,49,401,5.98,1137
1118,36.05,476,375,Sweden,48.51,47.47,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S10_Strv_103_0_Series.png,False,TD,-1.04,9,324,16771,7.99,0.42,4481,5.4,809,245,0.48,1079,0.7,3.87,0.93,1140,67.57,Strv 103-0,56,1401,71.74,1396
1810,29.94,467,320,USSR,51.61,52.9,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R95_Object_907.png,True,MT,1.29,10,802,16745,13.18,1.46,15617,9.73,493,643,0.42,1646,1.07,6.9,0.43,1819,73.84,Obj. 907,104,2550,70.95,2093
1702,33.5,589,349,Germany,48.03,48.3,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G44_JagdTiger.png,False,TD,0.27,9,541,16610,6.17,0.43,7953,4.28,536,237,0.34,1047,0.73,2.83,0.98,970,69.44,Jagdtiger,43,2238,65.97,1391
637,14.36,221,210,Germany,49.85,49.84,https://api.worldoftanks.com/static/2.69.0/wot/encyclopedia/vehicle/contour/germany-G158_VK2801_105_SPXXI.png,True,LT,-0.01,6,45,16377,4.79,2.26,25617,2.78,67,341,0.18,889,0.55,1.18,0.57,1369,57.98,VK 28.01 105,31,680,42.6,429
817,22.82,289,264,USA,49.22,50.24,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A09_T1_hvy.png,False,HT,1.02,5,310,16262,11.04,0.88,3361,6.85,75,148,0.4,984,0.63,4.66,1.3,1013,62.07,T1 Heavy,23,1085,67.97,516
1208,23.76,402,290,Germany,50.75,50.67,https://api.worldoftanks.com/static/2.69.0/wot/encyclopedia/vehicle/contour/germany-G154_Kpz_07_RH.png,True,MT,-0.08,8,173,16136,11.93,1.5,45841,8.05,348,417,0.48,1458,0.83,5.39,0.54,1735,67.46,Kpz 07 RH,48,1398,67.01,1144
1889,24.68,558,297,Germany,49.85,48.86,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G73_E50_Ausf_M.png,False,MT,-0.99,10,726,16123,9.25,1.29,12305,6.86,452,502,0.34,1455,0.81,4.73,0.45,1585,74.13,E 50 M,83,2567,68.9,1809
1165,23.52,356,286,China,50.21,49.72,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch01_Type59.png,True,MT,-0.49,8,476,16106,9.57,1.43,49,6.82,254,414,0.43,1481,0.8,4.84,0.66,1532,71.26,Type 59,57,1647,70.91,1154
1014,20.01,318,261,Germany,48.25,47.47,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G27_VK3001P.png,False,HT,-0.78,6,209,16066,7.47,0.84,7185,4.85,83,164,0.29,871,0.51,3.05,1.06,994,64.95,VK 30.01 P,28,1192,62.88,554
1125,21.58,311,277,USSR,47.99,47.28,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R01_IS.png,False,HT,-0.71,7,329,16049,5.8,0.73,513,3.84,80,184,0.24,786,0.55,2.3,1,1076,66.14,IS,32,1462,59.93,705
1079,15.78,371,232,France,50.33,49.77,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/france-F118_Char_Mle_75.png,True,LT,-0.56,9,84,16039,9.94,2.55,32321,6.4,188,665,0.28,1227,0.59,4.84,0.42,1712,64.38,Char Mle. 75,29,1157,75.7,968
726,21.24,250,268,USSR,49.1,48.32,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R07_T-34-85.png,False,MT,-0.78,6,130,16034,7.96,0.97,2561,4.91,139,205,0.41,1007,0.62,3.48,0.98,1222,61.76,T-34-85,28,850,70.8,581
192,45.74,57,374,France,53.21,53.62,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F28_105_leFH18B2.png,True,SPG,0.41,5,18,15950,19.64,0.08,2113,5.46,702,28,0.82,1616,1.17,1.01,0.12,347,27.82,leFH18B2,89,209,18.53,785
1815,27.16,525,306,Poland,51.77,51.28,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl21_CS_63.png,False,MT,-0.49,10,338,15936,10.1,1.78,5265,7.45,566,596,0.43,1754,0.97,5.56,0.38,1822,73.83,CS-63,95,2062,74.63,2050
1447,26.28,498,309,Czech,49.95,49.09,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/czech-Cz02_TVP_T50.png,False,MT,-0.86,9,134,15874,9.69,1.04,2161,7.05,514,369,0.44,1349,0.85,5.07,0.6,1545,72.74,Škoda T 50,74,1587,71.91,1513
977,32.29,345,324,Italy,50.08,51.47,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/italy-It26_CC_56.png,False,TD,1.39,7,575,15837,7.05,0.64,4513,4.67,190,201,0.39,1049,0.69,3.06,1.26,1071,66.21,SMV CC-56,39,1524,65.65,819
1175,20.06,387,283,USSR,47.57,45.67,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R20_T-44.png,False,MT,-1.9,8,246,15821,7.65,1,4353,5.1,184,329,0.37,918,0.53,3.34,0.62,1421,66.66,T-44,43,1452,65.47,803
1262,20.76,453,281,Italy,47.69,46.83,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/italy-It14_P44_Pantera.png,False,MT,-0.86,8,115,15697,8.17,0.96,2209,5.81,283,287,0.33,1053,0.62,4.1,0.68,1388,71.17,P.44 Pantera,48,1403,70.54,935
2088,35.41,504,335,UK,54.16,56.91,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB98_T95_FV4201_Chieftain.png,True,HT,2.75,10,1294,15591,12.95,1.65,57937,10.26,440,604,0.44,2300,1.26,7.26,0.41,1684,79.23,T95/FV4201,132,3231,70.75,2992
1579,25.51,500,303,Germany,49.96,49.46,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G54_E-50.png,False,MT,-0.5,9,578,15571,9.02,1.12,10257,6.52,377,402,0.34,1324,0.76,4.26,0.65,1434,72.3,E 50,78,2152,65.25,1464
1799,23.87,585,300,USA,48.75,47.39,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A120_M48A5.png,False,MT,-1.36,10,578,15343,8.89,1.07,14113,6.36,439,480,0.3,1156,0.7,4.24,0.42,1492,71.48,M48 Patton,81,2337,66.65,1549
254,43.4,99,390,France,48.83,48.39,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F67_Bat_Chatillon155_55.png,False,SPG,-0.44,9,0,15308,9.01,0.02,14401,3.02,886,12,0.63,789,0.46,0.2,0.17,564,33.57,B-C 155 55,31,278,6.62,921
1691,22.52,378,292,USSR,48.37,47.75,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R81_IS8.png,False,HT,-0.62,9,701,15209,6.75,1.13,11521,4.99,161,326,0.31,1135,0.59,3.19,0.65,1255,73.84,T-10,53,2402,64.06,1285
532,32.04,194,321,USA,50.96,52.04,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A123_T78.png,True,TD,1.08,6,49,15127,8.37,0.77,61217,5.11,386,201,0.59,1201,0.92,3.94,1.02,1247,61.03,T78,36,571,77.04,851
966,22.67,317,280,USA,48.57,48.29,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A07_T20.png,False,MT,-0.28,7,69,15030,6.99,1.03,1569,4.48,144,272,0.33,706,0.49,2.85,1.05,1303,64.05,T20,32,1045,63.56,594
1776,26.99,448,305,USSR,48.76,48.6,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R148_Object_430_U.png,False,MT,-0.16,10,980,14991,8.45,1.22,19969,6.11,283,537,0.28,1295,0.79,4.13,0.73,1539,72.33,Obj. 430U,75,2695,67.64,1693
619,13.4,221,209,USA,48.77,47.72,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A134_M24E2_SuperChaffee.png,True,LT,-1.05,6,14,14671,6.37,2,50977,3.95,70,326,0.22,652,0.35,2.76,0.58,1295,62.12,Super Chaffee,13,624,69.83,315
386,24.73,161,284,USA,49.5,48.68,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A30_M10_Wolverine.png,False,TD,-0.82,5,33,14642,10.12,0.59,6945,5.76,211,118,0.48,908,0.61,4.04,0.91,973,56.92,Wolverine,25,420,70.15,458
1221,30.81,488,349,UK,47.73,46.24,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB81_FV4004.png,False,TD,-1.49,9,175,14602,6.9,0.38,13137,4.43,656,201,0.38,1061,0.73,2.89,0.68,1126,64.19,Conway,56,1416,65.3,1340
1286,20.11,442,261,France,50.22,48.47,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F88_AMX_13_105.png,False,LT,-1.75,10,5,14593,6.11,2.66,17217,4.57,281,1044,0.31,1371,0.7,3.44,0.51,1832,74.86,AMX 13 105,50,1211,75.14,1222
1486,22.96,402,285,UK,47.77,47.43,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB11_Caernarvon.png,False,HT,-0.34,8,731,14593,9.96,0.85,3921,7.11,152,256,0.3,1060,0.59,4.18,0.89,1067,71.41,Caernarvon,57,2196,58.75,1042
204,38.29,76,339,UK,50.13,50.8,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB77_FV304.png,False,SPG,0.67,6,0,14540,11.67,0.06,11857,4.08,438,21,0.68,848,0.55,0.19,1.42,965,34.96,FV304,61,204,4.72,565
473,30.1,177,321,Italy,49.91,48.69,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/italy-It27_M43_da_105_25_Bassoto.png,False,TD,-1.22,6,18,14483,7.14,0.46,4257,3.97,320,138,0.43,1020,0.79,2.79,1.12,1044,55.61,Bassotto,28,509,70.28,691
815,20.45,291,260,USA,48.17,47.54,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A06_M4A3E8_Sherman.png,False,MT,-0.63,6,131,14448,10.13,0.9,1313,6.28,104,202,0.31,743,0.51,4.02,1.06,1148,62.06,M4A3E8,22,928,63.94,469
1370,26.45,349,302,Poland,48.93,49.66,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl08_50TP_prototyp.png,True,HT,0.73,8,797,14226,6.49,0.85,913,4.64,137,277,0.27,1137,0.65,2.83,0.99,1158,71.53,50TP pr.,43,2171,60.97,1132
260,41.89,114,380,Germany,47.96,49.15,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G94_GW_Tiger_P.png,False,SPG,1.19,8,6,14156,6.26,0.01,15377,1.75,813,12,0.48,841,0.51,0.13,0.01,315,27.87,G.W. Tiger P,27,295,7.62,851
1184,25.37,396,303,Sweden,49.51,49.43,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S26_Lansen_C.png,True,MT,-0.08,8,148,14150,8.06,1.19,53121,5.36,321,398,0.36,1272,0.75,3.82,0.64,1554,66.53,Lansen C,52,1333,71.13,1130
1850,25.27,468,304,Sweden,49.5,47.3,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S16_Kranvagn.png,False,HT,-2.2,10,806,14118,9.5,1.08,2433,7.42,238,396,0.27,1326,0.79,4.54,0.52,1281,78.05,Kranvagn,81,2566,61.22,1849
780,18.1,234,237,UK,50.77,51.24,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB85_Cromwell_Berlin.png,True,MT,0.47,6,59,14076,10.05,1.78,55889,6.3,141,293,0.38,1146,0.77,4.92,0.58,1548,62.7,Cromwell B,26,808,78.1,655
1576,32.82,538,354,USSR,48.91,48.4,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R88_Object268.png,False,TD,-0.51,10,469,13966,5.71,0.48,13569,3.95,782,285,0.28,1244,0.86,2.76,0.72,1239,69.16,Obj. 268,59,2025,70.02,1848
2247,30.04,478,328,USSR,48.8,48.38,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R145_Object_705_A.png,False,HT,-0.42,10,1732,13890,6.83,1.02,20993,5.28,169,435,0.16,1450,0.78,3.16,0.83,1238,77.29,Obj. 705A,61,3882,59.79,1897
1811,30.41,530,329,UK,49.2,49.65,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB92_FV217.png,False,TD,0.45,10,1306,13814,9.09,0.68,15953,6.63,424,362,0.23,1279,0.79,4.08,0.92,1105,72.99,Badger,82,3063,61.46,1812
1974,26.51,541,312,France,50.89,48.12,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F10_AMX_50B.png,False,HT,-2.77,10,282,13628,10.33,0.91,6209,8.09,551,308,0.38,1793,1.03,5.93,0.39,1592,78.34,AMX 50 B,100,2199,73.25,2215
1223,30.52,497,338,Germany,47.02,46.27,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G37_Ferdinand.png,False,TD,-0.75,8,460,13580,5.74,0.34,7697,3.72,414,165,0.28,838,0.63,2.45,0.85,900,64.81,Ferdinand,36,1700,66,984
878,11.52,306,201,France,48.61,46.81,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F110_Lynx_6x6.png,False,LT,-1.8,8,1,13521,4.79,2.66,18497,3.14,87,520,0.23,746,0.38,2.2,0.33,2226,65.61,Lynx 6x6,19,821,69.89,511
836,21.59,304,266,Germany,49.04,49.22,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G96_VK3002M.png,False,MT,0.18,6,207,13504,9.77,0.95,15889,6.19,141,205,0.42,975,0.62,4.44,1.04,1198,63.39,VK 30.02 M,25,1016,71.71,577
1265,33.39,447,361,USSR,48.31,47.57,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R53_Object_704.png,False,TD,-0.74,9,449,13501,5,0.37,8193,3.32,626,213,0.29,1029,0.81,2.28,0.73,1091,66.5,Obj. 704,49,1744,68.57,1469
1089,26.24,321,287,Germany,49.55,50.38,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G15_VK3601H.png,False,HT,0.83,6,255,13381,8.89,0.87,2321,5.98,120,198,0.39,1229,0.73,4.05,1.24,1078,67.32,VK 36.01 H,35,1309,67.72,732
1738,22.55,430,275,USSR,48.99,49.59,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R54_KV-5.png,True,HT,0.6,8,1269,13281,8.6,1.11,53249,6.3,100,275,0.22,1172,0.67,3.67,1.08,1157,73.25,KV-5,61,3001,58.33,1092
589,19.14,205,238,China,51.52,52.27,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch24_Type64.png,True,LT,0.75,6,2,13279,10.07,2.68,64817,6.84,184,450,0.42,1557,0.73,5.35,0.65,1527,67.89,Type 64,19,564,78.23,602
313,41.81,123,387,UK,49.35,49.57,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB31_Conqueror_Gun.png,False,SPG,0.22,10,20,13189,6.78,0.01,12369,1.6,1111,17,0.41,841,0.44,0.11,0.09,512,23.55,ConquerorGC,47,380,7.06,1162
737,22.27,285,270,Sweden,49.12,48.47,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S07_Strv_74.png,False,MT,-0.65,6,38,13023,8.64,0.8,1409,5.78,185,181,0.46,1013,0.6,4.26,0.89,1168,66.86,Strv 74,30,753,73.67,603
1400,22.42,358,286,USA,47.84,47.08,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A117_T26E5_Patriot.png,True,HT,-0.76,8,632,12997,9.49,1.02,59169,6.59,129,296,0.31,959,0.51,3.91,0.91,1157,69.4,T26E5 P,52,2038,59.38,895
1699,27.2,384,315,USSR,48.07,47.89,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R151_Object_257_2.png,False,HT,-0.18,9,1142,12920,7.02,0.88,19713,5.18,139,343,0.31,1005,0.58,3.01,0.99,1213,73.71,Obj. 257,53,2835,58.07,1207
383,27.63,146,302,USA,51.33,50.09,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A58_T67.png,False,TD,-1.24,5,1,12861,12.68,0.77,10529,7.23,272,145,0.7,1253,0.81,5.4,1.25,1267,57,T67,29,363,74.76,585
1113,24.1,320,282,China,50.16,51.09,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch51_BZ_58.png,False,HT,0.93,7,524,12859,7.06,0.93,9777,4.92,97,205,0.27,998,0.63,3.28,1.26,1113,69.69,BZ-58,38,1597,66.58,856
842,30.24,323,342,Germany,48.74,47.96,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G112_KanonenJagdPanzer_105.png,True,TD,-0.78,8,9,12809,6.55,0.54,48401,4.23,618,222,0.36,1096,0.69,3.15,0.76,1378,64.56,KanJPz 105,45,858,74.39,1122
739,20.51,263,258,Czech,49.83,49.45,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/czech-Cz08_T_25.png,False,MT,-0.38,6,42,12801,11.46,1.13,1393,7.64,151,217,0.46,1081,0.62,5.67,0.71,1310,66.65,Škoda T 25,23,763,74.16,605
1335,31.93,425,327,UK,50.63,50.91,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/uk-GB106_Cobra.png,True,MT,0.28,9,280,12782,8.58,0.76,60497,6.41,370,302,0.49,1464,1.05,3.95,0.68,1512,74.66,Cobra,61,1610,61.67,1657
199,41.79,78,366,Germany,49.27,50.22,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G02_Hummel.png,False,SPG,0.95,6,0,12738,7.03,0.03,273,1.9,486,11,0.58,642,0.52,0.18,0.19,397,27,Hummel,22,207,9.3,531
