damage_received,survival,damage_received_from_invisible,life_time,nation,player_winrate,winrate,image,isPrem,class,difference,tier,damage_blocked,battles,shots_fired,spots,tank_id,direct_hits,sniper_damage,spotting_assist,base_defense_points,wn8,frags,penetrations,base_capture_points,distance_traveled,hit_rate,name,tracking_assist,potential_damage_received,pen_rate,damage
964,26.77,405,324,Germany,48.15,46.94,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G71_JagdPantherII.png,False,TD,-1.21,8,222,5349,5.62,0.39,11537,3.5,488,157,0.3,879,0.65,2.42,0.6,1087,62.31,JPanther II,39,1224,69.19,1018
875,30.31,290,308,UK,50.16,51.28,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB71_AT_15A.png,True,TD,1.12,7,999,5305,11.68,0.61,54097,7.72,143,216,0.5,913,0.64,5.05,1.64,911,66.12,AT 15A,30,1866,65.44,728
746,21.39,261,265,Poland,49.93,49.27,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl18_BUGI.png,False,MT,-0.66,6,102,5288,6.85,0.81,3985,4.3,161,177,0.4,1091,0.69,3.01,1.04,1077,62.69,B.U.G.I.,31,837,70.08,688
1160,23.71,397,280,Germany,49.79,49.23,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G78_Panther_M10.png,True,MT,-0.56,7,222,5218,12.2,1.03,57617,8.09,186,257,0.48,1037,0.66,5.51,1.05,1288,66.33,Panther/M10,31,1363,68.03,735
919,21.51,330,262,UK,50.06,49.59,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB102_LHMTV.png,False,LT,-0.47,8,3,5147,5.17,2.74,59473,3.64,127,908,0.43,877,0.43,2.85,0.76,1673,70.55,LHMTV,24,907,78.25,552
635,13.4,224,214,Germany,49.19,48.15,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G66_VK2801.png,False,LT,-1.04,6,58,5136,7.23,2.09,10001,4.57,75,331,0.29,893,0.4,3.26,0.56,1396,63.23,VK 28.01,14,689,71.31,352
561,16.59,201,233,UK,47.21,47.48,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB107_Cavalier.png,False,MT,0.27,5,68,5124,9.44,0.9,16209,5.62,59,150,0.24,598,0.42,3.67,0.87,1092,59.57,Cavalier,16,609,65.32,327
1369,37.77,465,372,China,48.61,49.45,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch37_WZ111G_FT.png,False,TD,0.84,9,616,5123,5.4,0.42,8241,3.66,605,232,0.34,1271,0.86,2.55,1.04,1042,67.75,WZ-111G FT,47,1985,69.77,1590
1448,24.06,356,288,USSR,48.87,49.31,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R123_Kirovets_1.png,True,HT,0.44,8,955,5113,7.13,1.21,62721,5.1,126,293,0.28,1166,0.63,3.09,0.81,1270,71.54,Kirovets-1,45,2402,60.58,1117
809,28.81,312,338,China,47.39,46.37,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch36_WZ111_1G_FT.png,False,TD,-1.02,8,330,5089,5.21,0.35,7985,3.26,460,166,0.36,964,0.64,2.25,0.84,997,62.52,WZ-111-1 FT,36,1199,69.2,1001
1652,33.35,423,322,USA,54.94,57.65,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A128_concept_1b.png,True,HT,2.71,9,869,4920,11.48,1.65,62753,8.79,370,479,0.56,1989,1.1,6.11,0.46,1635,76.59,Concept 1B,89,2467,69.52,2273
1431,24.85,452,286,Japan,48.88,48.96,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J28_O_I_100.png,False,HT,0.08,7,784,4829,5.66,0.75,5217,3.75,92,205,0.31,826,0.58,2,1.16,973,66.33,O-Ni,35,2183,53.25,742
1192,22.74,409,292,Germany,47.94,45.74,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G119_Pz58_Mutz.png,True,MT,-2.2,8,123,4759,7.91,1.05,64273,5.25,273,348,0.27,984,0.54,3.61,0.72,1385,66.37,Pz. 58 Mutz,46,1322,68.71,863
798,18.9,269,251,USSR,48.97,47.23,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R131_Tank_Gavalov.png,False,LT,-1.74,7,72,4752,6.31,2.16,19457,4.21,110,519,0.45,991,0.56,3.1,0.88,1501,66.79,LTG,23,871,73.52,536
947,29.36,392,332,France,47.81,46.82,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F36_AMX_AC_Mle1948.png,False,TD,-0.99,8,410,4721,6.46,0.44,12097,4.23,449,191,0.39,1024,0.72,3.04,0.92,1138,65.43,AMX AC 48,36,1394,71.86,1030
1447,23.79,340,285,China,47.65,47.48,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch03_WZ_111_A.png,True,HT,-0.17,8,789,4708,6.61,1.1,65073,4.71,105,268,0.34,994,0.61,2.71,1.06,1206,71.3,Alpine Tiger,40,2220,57.57,972
1715,25.38,418,311,Sweden,49.39,48.74,https://api.worldoftanks.com/static/2.69.0/wot/encyclopedia/vehicle/contour/sweden-S31_Strv_K.png,True,HT,-0.65,9,685,4685,7.96,0.96,54145,5.77,232,381,0.29,1191,0.63,3.8,0.74,1263,72.48,Strv K,58,2398,65.86,1377
785,13.31,282,218,USA,47.65,45.82,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A112_T71E2R.png,False,LT,-1.83,7,5,4673,5.66,2.29,19745,3.64,81,414,0.45,561,0.35,2.49,0.58,1492,64.38,T71 CMCD,16,791,68.5,357
968,20.35,319,270,Czech,49.37,50.06,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/czech-Cz05_T34_100.png,False,MT,0.69,7,122,4654,6.8,1.01,1649,4.35,165,257,0.23,934,0.56,3.03,0.97,1277,63.97,T-34/100,36,1092,69.62,677
1292,20.41,482,284,Czech,47.82,45.66,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/czech-Cz07_TVP_46.png,False,MT,-2.16,8,73,4590,7.36,0.8,1905,4.74,248,279,0.27,892,0.5,3.17,0.6,1290,64.47,TVP VTU,43,1379,66.95,794
951,19,343,248,UK,49.51,49.05,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB101_FV1066_Senlac.png,True,LT,-0.46,8,0,4505,6.47,2.99,58449,4.54,170,833,0.43,1112,0.51,3.19,0.57,1693,70.08,Senlac,24,929,70.39,626
834,24.43,285,274,Poland,50.8,51.25,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl03_PzV_Poland.png,True,MT,0.45,6,219,4483,11.74,1.18,145,7.66,208,241,0.48,1381,0.82,5.78,0.74,1277,65.22,Pudel,32,1033,75.47,753
1381,24.59,332,293,China,48.84,48.88,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch23_112.png,True,HT,0.04,8,1070,4482,7.27,1.13,64561,5.22,112,309,0.29,1209,0.69,3.09,1.08,1212,71.82,112,44,2437,59.14,1106
2255,30.9,500,328,Germany,48.21,46.52,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G134_PzKpfw_VII.png,False,HT,-1.69,10,1772,4472,7.18,0.83,19473,5.57,224,441,0.26,1280,0.69,3.4,1.03,1172,77.5,Pz.Kpfw. VII,65,3985,61.13,1772
1452,23.46,403,286,USA,48.35,48.25,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A45_M6A2E1.png,True,HT,-0.1,8,1276,4437,7.97,0.93,52513,5.87,119,270,0.21,1118,0.57,3.52,0.82,1101,73.62,M6A2E1,49,2721,59.97,1062
1691,28.07,525,327,USSR,49.04,46.88,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R144_K_91.png,False,MT,-2.16,10,394,4428,11.5,1.04,21761,8.1,627,525,0.39,1370,0.86,5.69,0.66,1528,70.44,K-91,82,2053,70.25,1726
1010,15.59,369,231,Germany,48.35,47.38,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G126_HWK_12.png,False,LT,-0.97,8,0,4375,4.91,2.74,20241,3.28,120,761,0.31,787,0.39,2.35,0.55,1539,66.72,HWK 12,27,989,71.63,536
374,26.24,140,296,Italy,49.29,48.71,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/italy-It28_Semovente_M41_Da_75_18.png,False,TD,-0.58,5,15,4367,10.38,0.44,5793,5.67,178,103,0.34,743,0.58,3.98,0.89,970,54.67,Semovente M41,21,388,70.11,416
1097,23.75,356,280,UK,50.17,50.59,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB103_GSOR3301_AVR_FS.png,False,LT,0.42,9,12,4341,5.56,3.21,58705,4.12,183,1189,0.3,980,0.48,3.21,0.71,1834,74.06,GSOR,29,1059,78,714
1413,28.11,351,303,USSR,50.91,52.35,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R115_IS-3_auto_S.png,True,HT,1.44,8,666,4336,8.34,0.86,56065,6.32,192,258,0.36,1519,0.99,4.19,0.86,1205,75.78,Peregrine,58,2097,66.35,1464
1331,25.87,363,289,USA,49.43,49.03,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A132_T77.png,True,HT,-0.4,8,357,4329,7.47,0.89,51233,5.7,223,210,0.36,1413,0.79,4.03,0.71,1255,76.35,T77,47,1698,70.7,1338
1698,24.91,557,310,France,49.68,47.27,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F72_AMX_30.png,False,MT,-2.41,10,266,4328,9.67,1.26,15425,6.84,542,523,0.45,1392,0.81,4.66,0.46,1708,70.7,AMX 30 B,92,1874,68.08,1693
1260,20.95,376,291,China,47.63,45.9,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch05_T34_2.png,False,MT,-1.73,8,330,4319,6.89,1.17,1585,4.58,173,377,0.28,1083,0.59,3.06,0.78,1442,66.49,T-34-2,39,1579,66.85,912
1425,28.04,445,314,France,50.91,50.68,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F71_AMX_30_prototype.png,False,MT,-0.23,9,218,4294,8.77,1.38,15681,6.06,450,468,0.51,1465,0.84,4.24,0.47,1748,69.06,AMX 30,69,1604,69.93,1499
1034,30.46,325,309,UK,48.86,50.22,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB75_AT7.png,False,TD,1.36,7,681,4284,8.67,0.53,10065,5.61,152,186,0.31,757,0.59,3.71,1.39,895,64.71,AT 7,35,1714,66.02,707
1007,15.98,367,239,China,48.68,47.24,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch17_WZ131_1_WZ132.png,False,LT,-1.44,8,43,4267,5.17,2.35,3889,3.43,137,642,0.29,906,0.45,2.51,0.51,1644,66.36,WZ-132,29,1056,73.06,593
844,22.63,291,269,France,50.77,50.86,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F113_Bretagne_Panther.png,True,MT,0.09,6,197,4255,11.36,1.16,60737,7.32,189,236,0.34,1204,0.78,5.54,1.01,1264,64.47,Bret. Panther,28,1019,75.6,723
762,19.48,266,255,USA,49.7,48.06,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A104_M4A3E8A.png,True,MT,-1.64,6,139,4246,11.51,1,56097,7.33,138,210,0.47,1028,0.62,5.11,0.97,1136,63.72,Fury,21,895,69.72,571
806,20.07,257,245,France,51.54,51.7,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F69_AMX13_57_100_GrandFinal.png,True,LT,0.16,7,5,4240,14.44,2.74,63297,10.5,141,579,0.47,1527,0.74,8.15,0.7,1699,72.71,AMX 13 57F,14,788,77.58,718
1235,26.82,425,298,Italy,51.22,52.44,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/italy-It13_Progetto_M35_mod_46_LE.png,True,MT,1.22,8,56,4225,11.18,1.29,52129,8.48,462,374,0.56,1593,1.04,6.54,0.41,1609,75.86,Mars,68,1302,77.08,1475
790,17.41,291,238,Germany,49.05,47.69,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G113_SP_I_C.png,False,LT,-1.36,7,0,4198,5.3,2.15,18961,3.46,116,484,0.37,891,0.47,2.55,0.61,1410,65.29,SP I C,22,776,73.66,522
1260,23.34,430,286,USA,49.2,48.37,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A127_TL_1_LPC.png,True,MT,-0.83,8,437,4088,8.21,1.16,62241,5.48,236,390,0.25,1151,0.63,3.72,0.63,1388,66.75,TL-1 LPC,51,1710,67.81,983
906,20.52,265,263,USSR,48.92,48.36,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R106_KV85.png,False,HT,-0.56,6,215,4088,6.08,0.78,2817,4.01,107,150,0.3,1052,0.63,2.89,1.1,1042,65.87,KV-85,27,1114,72.19,707
1292,29.45,435,340,France,48.58,48.09,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F37_AMX50_Foch.png,False,TD,-0.49,9,628,4064,8.4,0.69,11073,6.04,544,277,0.46,1263,0.88,4.16,0.79,1292,71.85,Foch,64,1931,68.94,1522
1091,23.87,394,280,Japan,48.9,48.57,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J11_Chi_Ri.png,False,MT,-0.33,7,63,4026,12.37,0.78,1121,8.1,184,221,0.41,952,0.57,5.42,0.87,1163,65.53,Chi-Ri,28,1150,66.85,685
1651,22.72,449,285,France,47.92,48.34,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/france-F115_Lorraine_50t.png,True,HT,0.42,9,592,4023,7.23,1.2,43073,5.31,206,331,0.23,1184,0.59,3.54,0.65,1274,73.45,Lorraine 50 t,55,2222,66.56,1329
529,18.95,204,246,Sweden,48.52,48.4,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S02_Strv_M42.png,False,MT,-0.12,5,50,4015,6.9,0.78,1153,4.17,83,136,0.36,852,0.44,2.79,1.14,1076,60.53,Strv m/42,24,559,66.84,376
815,23.4,287,272,UK,48.35,48.38,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB08_Churchill_I.png,False,HT,0.03,5,281,4012,11.2,0.61,2897,7.05,59,137,0.33,798,0.55,4.4,1.45,898,62.99,Churchill I,25,1039,62.44,450
1711,23.66,403,296,China,48.97,47.99,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch12_111_1_2_3.png,False,HT,-0.98,9,747,4006,6.96,1.1,2097,5.09,176,344,0.23,1139,0.6,3.16,0.75,1262,73.18,WZ-111 1-4,50,2454,62.11,1341
1736,28.33,428,320,Germany,49.01,49.13,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G58_VK4502P.png,False,HT,0.12,9,1322,3999,6.61,0.71,7441,4.89,173,336,0.33,1068,0.57,2.91,0.83,1079,74.03,VK 45.02 B,50,3063,59.53,1258
1542,25.23,437,305,China,49.62,48.93,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch18_WZ-120.png,False,MT,-0.69,9,433,3984,7.57,1.16,1841,5.3,281,433,0.36,1257,0.69,3.64,0.77,1502,70.01,WZ-120,50,1972,68.6,1306
1409,23.65,358,294,USA,48.73,48.66,https://api.worldoftanks.com/static/2.69.0/wot/encyclopedia/vehicle/contour/usa-A141_M_IV_Y.png,True,HT,-0.07,8,649,3945,8.03,1.05,43553,5.68,179,263,0.29,1225,0.69,3.63,0.92,1281,70.76,M-IV-Y,49,2067,63.78,1207
1276,21.44,460,277,UK,48.68,46.72,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB87_Chieftain_T95_turret.png,True,MT,-1.96,8,407,3918,8.47,1.12,15441,5.78,234,354,0.39,1044,0.54,3.87,0.65,1297,68.25,Chieftain/T95,47,1695,67.01,892
738,22.15,254,274,Poland,48.93,47.62,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl10_40TP_Habicha.png,False,MT,-1.31,6,148,3883,6.93,0.66,2449,4.3,133,161,0.39,989,0.57,3.07,0.96,1014,62.07,40TP,26,884,71.29,594
773,17.95,275,245,UK,49.04,46.3,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB104_GSR_3301_Setter.png,False,LT,-2.74,7,1,3828,6.09,2.5,59729,4.22,83,605,0.3,688,0.38,3.17,0.97,1498,69.35,Setter,14,760,75,379
995,25.46,303,293,China,49.78,51.33,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch04_T34_1.png,False,MT,1.55,7,188,3818,7.7,1.07,1073,5.04,162,312,0.57,1105,0.68,3.57,0.86,1396,65.43,T-34-1,39,1157,70.72,770
1120,26.38,302,289,USSR,49.41,49.49,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R175_IS_2_screen.png,True,HT,0.08,7,360,3817,6.1,0.75,31233,4.18,120,195,0.25,1116,0.74,2.74,0.93,1089,68.53,IS-2S,35,1487,65.49,951
1581,21.94,455,285,Japan,46.79,44.49,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J27_O_I_120.png,False,HT,-2.3,8,1005,3746,6.27,0.59,4961,4.22,93,218,0.23,629,0.42,2.05,0.98,916,67.29,O-Ho,38,2601,48.52,722
1054,24.97,354,287,USA,48.81,49.78,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A121_M26_Cologne.png,True,MT,0.97,7,315,3733,7.27,0.91,59937,4.73,153,259,0.35,876,0.58,3.19,1.37,1173,65.16,Eagle 7,34,1385,67.43,714
1421,30.3,445,296,UK,50.19,50.85,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB63_TOG_II.png,True,HT,0.66,6,221,3719,11.49,0.56,53841,7.52,133,167,0.34,1381,0.82,5.8,1.04,815,65.48,TOG II*,29,1536,77.14,822
795,28.45,257,294,France,51.38,53.98,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F05_BDR_G1B.png,False,HT,2.6,5,199,3631,7.35,0.72,6721,4.92,114,138,0.43,1413,0.82,3.54,1.39,1021,66.83,BDR G1 B,28,960,72.06,689
622,16.38,221,227,UK,48.58,48.05,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB20_Crusader.png,False,LT,-0.53,6,12,3590,10.61,1.79,2129,6.78,76,335,0.37,848,0.43,4.67,0.88,1281,63.89,Crusader,12,617,68.84,344
213,39.49,95,370,USSR,49.08,47.56,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R91_SU14_1.png,False,SPG,-1.52,7,1,3583,7.32,0.02,16129,1.93,627,9,0.44,787,0.47,0.15,0.12,378,26.41,SU-14-1,22,230,7.69,662
1263,27.93,462,326,Germany,47.54,47.18,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G65_JagdTiger_SdKfz_185.png,True,TD,-0.36,8,695,3527,10.9,0.59,55313,6.97,333,244,0.33,922,0.61,4.06,1.16,985,63.98,"JgTig.8,8 cm",56,1973,58.21,924
1571,25.58,391,300,USA,49.84,49.36,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A156_T54_2022.png,True,HT,-0.48,9,823,3522,7.53,1.03,33313,5.39,212,342,0.2,1318,0.69,3.47,0.64,1232,71.64,T54 Heavy,56,2399,64.43,1434
1456,23.62,333,290,USSR,48.2,47.67,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R113_Object_730.png,True,HT,-0.53,8,637,3502,6.45,0.9,58881,4.65,110,260,0.3,1036,0.56,2.76,0.96,1156,72.06,IS-5,41,2118,59.26,993
493,28.95,188,315,China,49.98,49.97,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch34_WZ131G_FT.png,False,TD,-0.01,6,14,3492,7.57,0.49,7473,4.45,363,137,0.46,1246,0.8,3.45,1.07,1157,58.79,WZ-131G FT,31,514,77.39,739
604,18.17,194,238,China,50.19,51.35,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch15_59_16.png,False,LT,1.16,6,27,3473,7.87,2.27,4913,5.12,93,413,0.43,1192,0.55,3.96,0.64,1598,65.08,59-16,16,614,77.38,431
385,24.41,174,289,USSR,48.47,46,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R02_SU-85.png,False,TD,-2.47,5,71,3446,6.85,0.32,257,3.8,188,70,0.35,851,0.6,2.76,0.97,996,55.4,SU-85,23,463,72.85,442
1332,25.25,465,296,Germany,47.66,46.36,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G142_M48RPz.png,True,MT,-1.3,8,714,3418,8.82,0.75,46609,5.9,183,297,0.3,939,0.54,3.73,1.18,1190,66.87,M48 RPz,50,2061,63.23,856
383,24.99,144,288,Sweden,48.3,47.52,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S14_Ikv_103.png,False,TD,-0.78,5,1,3386,4.53,0.46,3457,2.41,124,96,0.24,803,0.55,1.51,0.78,1040,53.09,Ikv 103,24,368,62.81,386
743,20.87,239,255,USSR,48.27,49.29,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R57_A43.png,False,MT,1.02,6,127,3368,13.77,1.4,12289,9.08,145,263,0.57,1150,0.73,6.46,0.84,1425,65.94,A-43,21,858,71.14,603
1473,20.24,400,284,Germany,46.55,44.89,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G67_VK4502A.png,False,HT,-1.66,8,583,3354,7.08,0.86,10513,5.01,120,235,0.19,721,0.45,2.71,0.86,1093,70.85,VK 45.02 A,46,2077,54.02,795
844,28.35,272,297,USSR,51.61,52.18,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R152_KV2_W.png,True,HT,0.57,6,245,3316,4.38,0.69,64769,2.74,107,149,0.22,1345,0.96,1.21,1.16,1022,62.66,KV-2 (R),33,1066,43.95,839
1024,24.51,355,304,USSR,48.12,46.65,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R60_Object416.png,False,MT,-1.47,8,126,3301,7.1,0.86,13313,4.61,309,342,0.44,993,0.62,3.2,0.81,1354,64.96,Obj. 416,44,1185,69.3,900
1353,24.95,353,304,USA,48.22,47.65,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A13_T34_hvy_BF.png,True,HT,-0.57,8,562,3246,6.04,0.73,59425,4.27,171,236,0.15,1118,0.56,2.86,1.11,1081,70.63,T34 B,37,1905,67.04,1055
489,27.65,202,292,UK,49.01,49.1,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB73_AT2.png,False,TD,0.09,5,490,3240,12.45,0.39,8785,7.41,67,114,0.48,656,0.45,4.45,1.2,794,59.51,AT 2,18,956,60.11,350
1025,16.25,391,239,China,49.63,48.93,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch42_WalkerBulldog_M41D.png,True,LT,-0.7,8,6,3194,7.53,2.82,62001,5.2,204,724,0.4,1118,0.49,3.81,0.38,1655,68.98,M41D,21,1031,73.38,647
1193,24.6,414,297,USA,48.29,46.65,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A136_T42.png,True,MT,-1.64,8,353,3187,8.07,1.06,50721,5.47,277,362,0.37,1148,0.61,3.76,0.74,1322,67.72,T42,51,1569,68.73,989
801,23.54,304,278,Japan,49.08,48.16,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J10_Chi_To.png,False,MT,-0.92,6,71,3169,10.59,0.74,1889,6.55,167,178,0.44,1027,0.62,4.83,1.08,1104,61.86,Chi-To,26,847,73.74,600
1708,27.57,470,313,China,51.34,50.87,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch25_121_mod_1971B_MK.png,True,MT,-0.47,10,566,3141,10.29,1.36,58673,7.52,579,602,0.31,1576,0.93,5.43,0.47,1643,73.14,Monkey King,84,2218,72.2,1984
624,31.93,221,333,China,49.85,50.01,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch35_T-34-2G_FT.png,False,TD,0.16,7,106,3104,6.61,0.46,7729,3.97,364,173,0.29,1055,0.78,2.82,0.93,1078,60.03,T-34-2G FT,32,755,71.09,832
498,18.88,171,226,UK,51.15,50.74,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB60_Covenanter.png,False,LT,-0.41,5,18,3088,20.42,1.83,6481,12.06,47,268,0.43,1965,0.67,8.04,0.69,1382,59.04,Covenanter,21,489,66.69,473
699,29.14,280,309,UK,51.85,51.97,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB96_Excalibur.png,True,TD,0.12,6,22,3065,13.24,0.71,57681,8.29,427,168,0.46,1405,0.98,6.35,1.06,1164,62.64,Excalibur,39,699,76.62,899
2187,21.62,485,297,China,47.67,44.69,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch22_113_Beijing_Opera.png,True,HT,-2.98,10,980,3053,7.85,1.18,62513,5.8,173,414,0.14,948,0.59,3.44,0.49,1324,73.8,113 BO,67,3120,59.38,1424
537,19.06,179,248,China,50.49,49.16,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch21_T34.png,False,MT,-1.33,5,93,3049,11.98,0.94,4657,7.32,94,152,0.39,1068,0.6,5.02,0.95,1157,61.09,Type T-34,18,622,68.64,423
1303,22.2,436,291,Sweden,47.78,46.32,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S23_Strv_81.png,True,MT,-1.46,8,466,3040,8.79,1.04,52353,5.77,212,348,0.35,1001,0.53,3.84,0.7,1297,65.63,Strv 81,42,1775,66.69,851
564,18.55,209,247,Japan,48.48,47.53,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J08_Chi_Nu.png,False,MT,-0.95,5,21,3029,8.25,0.74,1377,4.86,80,139,0.28,847,0.47,3.32,0.93,1057,58.95,Chi-Nu,21,560,68.29,364
